recruit_id,name,old_year,new_year,intent,tier,old_h,new_h,dh,old_w,new_w,dw,old_band,new_band,crossed,bands_crossed
d36e4870-b7e4-4415-8f7f-e4d98da987e5,Ryder English,JH,JH,C,BelowAverage,74,79,5.0,172,230,58.0,guard,big,1,2
b874fa01-1ad3-4857-82df-d7f684f700d1,Rodney Salazar,FR,SO,SG,Good,67,75,8.0,173,206,33.0,guard,wing,1,1
efb674b6-b345-416c-bc96-fa65332be955,Dave Esquivel,JR,FR,SG,BelowAverage,70,76,6.0,157,204,47.0,guard,wing,1,1
9cd0aea9-a242-4159-8910-db424dc81e41,Rickey Wheeler,JH,JH,SG,Average,67,74,7.0,156,194,38.0,guard,guard,0,0
14f0b1cb-5ff0-43c6-bc29-5e1ff4d2557c,Franklyn Watson,JH,JR,SF,Great,73,78,5.0,170,223,53.0,guard,big,1,2
06e56c4d-c323-4107-9fb7-884eecd13520,Clayton Shepherd,JH,JH,SF,Poor,77,70,-7.0,203,167,-36.0,big,guard,1,2
35b088db-9198-42f9-bc4d-c99afa54d125,Kody Mathis,JH,FR,SF,Elite,71,77,6.0,162,204,42.0,guard,big,1,2
18879347-fce0-4a17-a5a5-80460eec1ea0,Fletcher Lloyd,JH,FR,SF,Average,68,75,7.0,169,202,33.0,guard,wing,1,1
698360aa-63da-4297-917f-dba81837e3d3,Killian Hendrix,JH,JH,SG,Great,70,76,6.0,174,211,37.0,guard,wing,1,1
25bea462-9ab1-49dc-9464-a4c1c65f9bfe,Jagger Rasmussen,FR,SO,PG,Good,72,66,-6.0,184,148,-36.0,guard,guard,0,0
ee2a8c20-55a1-45f4-9b45-d2bb1fe8056a,Drew Evans,SO,JH,SG,BelowAverage,74,68,-6.0,187,152,-35.0,guard,guard,0,0
c122b54c-aac2-464a-a040-5c5093271f83,Jon Jefferson,JH,SO,PG,Average,68,74,6.0,150,184,34.0,guard,guard,0,0
ec983767-d373-4a50-9771-7c53cd0a84b1,Elliott Perry,FR,SO,PG,Good,75,69,-6.0,189,156,-33.0,wing,guard,1,1
40dc6ea7-11fc-43bf-ad86-4fb290b31a20,Isadore Salinas,FR,JR,PF,Great,74,79,5.0,174,215,41.0,guard,big,1,2
92d37594-7c3f-43f5-b66c-01fcb1b08beb,Jeremias Burnett,JH,FR,SG,Average,66,73,7.0,162,186,24.0,guard,guard,0,0
2b6add22-08a6-42f3-a109-45d287e8898a,Lowell Hardin,JH,SO,PG,Great,67,73,6.0,150,182,32.0,guard,guard,0,0
e7f4822d-a1fe-481b-bc35-31bc6b864aae,Jeremias Meyer,JH,JH,SF,Poor,69,74,5.0,153,191,38.0,guard,guard,0,0
6186d422-bdf4-42fe-97ef-0639097babcf,Cal Holt,JH,JH,C,Average,75,79,4.0,180,224,44.0,wing,big,1,1
e7fcf8cc-aafa-41d0-ba1d-bed26a1bbd38,Tad Avery,JH,JR,PG,Good,66,71,5.0,150,186,36.0,guard,guard,0,0
fe1ecf1b-d240-44da-a82e-54fd0b306b1f,Orin Pruitt,JH,JH,SF,Average,73,68,-5.0,190,154,-36.0,guard,guard,0,0
1ee346d6-baea-4136-902f-a079beea3bbd,Raleigh Duncan,JH,JH,SG,Good,68,74,6.0,165,193,28.0,guard,guard,0,0
53d622b8-e9c4-41a4-a99d-51f7f337289e,Russ Bruce,SO,JR,SF,Good,71,77,6.0,171,198,27.0,guard,big,1,2
a4dfd2aa-75ef-42d7-9ff6-36fb41b24864,Brandan Bradley,JH,JH,SG,Good,73,66,-7.0,173,155,-18.0,guard,guard,0,0
2a1482a7-1e65-484e-a5af-ca61f6242eb6,Rashawn Oconnell,JH,JR,SF,Average,66,72,6.0,156,181,25.0,guard,guard,0,0
5c242a70-14b0-49cb-836f-b893a4d25983,Vance Porter,JH,JH,SF,BelowAverage,70,74,4.0,153,193,40.0,guard,guard,0,0
0a5df38d-10ea-42e0-bf4a-0ff40aca8b78,Chris Boone,JH,JH,SG,Good,66,72,6.0,153,177,24.0,guard,guard,0,0
4918bf20-900e-4429-b781-5474b857b930,Herman Morris,JH,JH,C,BelowAverage,67,74,7.0,181,197,16.0,guard,guard,0,0
75a5008f-5153-4ccd-ba96-bd58eb8c8232,Brenden Shah,JH,SO,SF,Average,73,77,4.0,171,210,39.0,guard,big,1,2
4598c249-0359-4d83-8bb4-ec63d8f10063,Doyle Camacho,JH,SO,PF,Average,72,76,4.0,176,215,39.0,guard,wing,1,1
9162ca13-3852-4593-8077-f7e3c3a7db23,Eric Schneider,FR,JR,PG,Elite,69,73,4.0,155,192,37.0,guard,guard,0,0
7d6ef66e-4941-4778-8617-9b67061f05aa,Kameron Anthony,JH,JH,PF,BelowAverage,70,74,4.0,167,204,37.0,guard,guard,0,0
8a17ca64-e6b1-444e-afc1-5170e3aa9afc,Edison Shepherd,JH,JH,PF,Good,70,75,5.0,163,192,29.0,guard,wing,1,1
899f0aa9-8ea5-45f7-a663-09369fd55c73,Jerrell Grimes,JH,JH,PG,BelowAverage,69,64,-5.0,178,149,-29.0,guard,guard,0,0
2cc4da11-8fd2-4729-b4ee-ecb3e9a88d74,Curtis Morrison,JH,JR,SG,Average,67,73,6.0,162,183,21.0,guard,guard,0,0
095544c3-6aa5-4e75-84a5-29a8b3d875f4,Barry Holmes,JH,SO,PG,Average,68,72,4.0,156,192,36.0,guard,guard,0,0
8875f89e-c563-47cb-90d7-c6b4506de77f,Cordell Cortes,JH,JR,PG,Average,67,74,7.0,181,193,12.0,guard,guard,0,0
fcd9217e-265b-4ecb-bcbd-fc26f9c608c7,Shayne French,JH,JR,SF,Good,70,74,4.0,152,188,36.0,guard,guard,0,0
d9514839-7a6e-43bd-8733-058b788a14a0,Kamron Johnston,JH,JH,SG,Average,77,70,-7.0,195,183,-12.0,big,guard,1,2
4b410f09-1373-4e46-82bc-d0bf492011a1,Arman Dorsey,JH,SO,SG,Good,67,74,7.0,177,189,12.0,guard,guard,0,0
871ae86a-209b-4b6a-bf99-5a0eba78ef0a,Blair Medina,JH,JH,PG,Good,69,65,-4.0,178,143,-35.0,guard,guard,0,0
57e029c3-7ff5-4155-9aa2-735300a4fd6d,Carlos Conley,JH,JR,PG,Good,71,75,4.0,161,195,34.0,guard,wing,1,1
be4927b3-02bb-499e-8656-1faf2ce0fd8a,Antonio Mathis,JH,JH,PG,BelowAverage,68,64,-4.0,180,146,-34.0,guard,guard,0,0
df9203c3-d04a-4f7d-9319-0ea189495254,Shane Kent,JH,JH,SF,Great,69,74,5.0,170,196,26.0,guard,guard,0,0
a92f91b6-13b8-4685-9292-29f52563b245,Dwayne Hill,JH,JH,PG,BelowAverage,72,67,-5.0,173,148,-25.0,guard,guard,0,0
8f82f91b-0f09-4dd6-b046-f7269aa54d8b,Donnell Fry,JH,JH,C,Average,72,76,4.0,178,211,33.0,guard,wing,1,1
36bdc7d1-bbd0-42b2-983f-d93a830065f0,Maynard Hoffman,JR,JH,PG,Average,69,64,-5.0,151,126,-25.0,guard,guard,0,0
1379d006-d848-4a95-9541-a9425135132a,Akeem Joseph,JH,JH,PG,Poor,71,65,-6.0,171,155,-16.0,guard,guard,0,0
467697a8-230a-4e3c-b112-6d577b50e02d,Henri Jefferson,JH,SO,SF,Average,70,74,4.0,170,202,32.0,guard,guard,0,0
a26cdb55-d9cd-4ac7-b8af-299ce683d5a4,Dangelo Rollins,JH,JR,SF,Good,71,76,5.0,176,199,23.0,guard,wing,1,1
da7c73ef-cbe6-48d4-bfd6-5b1918a9cc8a,Gian Velez,JH,JH,SG,Good,66,72,6.0,178,192,14.0,guard,guard,0,0
644f473a-520a-45c6-a949-2510e02603ba,Corey Edwards,JH,JH,PG,Average,66,64,-2.0,179,133,-46.0,guard,guard,0,0
4a05d9a5-ffa6-4651-bc2e-6537757ba126,Orlando Harvey,JH,SO,SF,Good,68,73,5.0,166,188,22.0,guard,guard,0,0
34f21e9f-069b-438b-b64f-c099812c71af,Mark Harrell,JH,JH,SF,BelowAverage,72,76,4.0,178,207,29.0,guard,wing,1,1
d905a03c-2876-4e1c-b808-c71091c9a6e2,Kairo Bender,JH,JR,SF,Good,71,76,5.0,172,192,20.0,guard,wing,1,1
c5e7ff23-58f0-4e62-bf0b-e4910bdb1452,Isaiah Waters,JH,JH,PG,Average,71,66,-5.0,175,155,-20.0,guard,guard,0,0
cf98aed9-921e-4c0a-b43e-4be9540bf29c,Dwain Gardner,FR,JH,SG,Great,69,73,4.0,165,193,28.0,guard,guard,0,0
4af6c96c-ca28-469f-aa83-cd26610fe233,Braydon Barajas,JH,JH,SG,Average,73,68,-5.0,179,160,-19.0,guard,guard,0,0
41493dcb-62e2-4c17-96f9-12ddd6926721,Daxton Proctor,JH,FR,PF,BelowAverage,70,74,4.0,154,181,27.0,guard,guard,0,0
9153fa00-d2a6-42ac-9d6f-cba47c255e76,German Schmidt,JH,JH,PG,Great,73,68,-5.0,187,169,-18.0,guard,guard,0,0
3ce5afa8-d6e4-4e58-a0f5-ac384fc9c3d8,Garret Lozano,JH,FR,PG,Good,72,68,-4.0,179,154,-25.0,guard,guard,0,0
94bba1ba-69f8-406e-b389-219ec488741a,Harlan Beasley,JH,SO,PG,Good,71,65,-6.0,159,150,-9.0,guard,guard,0,0
0c05b040-1454-4f64-801b-a02f84e7a835,Xander Weber,JH,SO,SF,BelowAverage,70,73,3.0,154,186,32.0,guard,guard,0,0
5f592bbc-2fbc-4472-b8da-2e12f96f1a83,Dustin Diaz,FR,JH,PG,Poor,70,74,4.0,176,200,24.0,guard,guard,0,0
b8af6b0a-9a53-452f-92af-5cbc1c60b8de,Eli Vargas,JH,JR,SF,Average,73,77,4.0,174,198,24.0,guard,big,1,2
3e1f844a-ae5f-40b5-a3fa-5ebe46014630,Talon Chapman,JH,JH,PF,Average,75,70,-5.0,175,160,-15.0,wing,guard,1,1
8c8aa8b3-6f62-454d-a923-70fb7ff1c803,Simon Gilbert,JH,JH,PG,Good,70,66,-4.0,169,146,-23.0,guard,guard,0,0
f33c021f-e443-412c-8ed1-ec461736e2df,Jovany Greer,JH,JR,SF,Good,73,78,5.0,191,206,15.0,guard,big,1,2
a21c5463-cdab-43b5-bd9a-7865b9f86939,Carey Rice,JH,JH,SG,Good,74,68,-6.0,176,169,-7.0,guard,guard,0,0
f28e3888-55f9-44ec-a5f8-9b344fe1ac5b,Ramon Mathis,JH,JH,PG,Great,71,66,-5.0,156,142,-14.0,guard,guard,0,0
06fcc0e9-5ae0-497a-adfd-d8634e57fafc,Caleb Mcgee,JH,SO,PG,Good,72,68,-4.0,190,168,-22.0,guard,guard,0,0
164e400b-101b-42f0-84b1-f6914cce8ea8,Ammon Ramirez,JH,JR,C,Average,73,78,5.0,194,208,14.0,guard,big,1,2
8a2d46f2-efc8-4064-8b5a-53bc58ddfdb1,Marquez Sherman,JH,FR,SG,Great,71,76,5.0,179,193,14.0,guard,wing,1,1
a6b267f7-4154-4ce3-9818-0ff4fd8b4cf3,Reagan Mayer,JH,JH,SG,BelowAverage,74,70,-4.0,187,165,-22.0,guard,guard,0,0
61461c69-efe8-44bb-8087-8bafc6edadf6,Isidro Arellano,JH,JR,SF,Average,75,78,3.0,194,224,30.0,wing,big,1,1
6c886343-bd50-4a7e-b14e-092a83fa2637,Kyson Schultz,JH,SO,SF,BelowAverage,71,75,4.0,181,202,21.0,guard,wing,1,1
134d72b7-00a7-4b96-b4d8-8ba0bbb281f9,Jon Rosas,JH,JH,PG,Good,70,73,3.0,158,187,29.0,guard,guard,0,0
fe88830e-72da-44da-986a-8bad9d80ff86,Luther Sanchez,JH,JH,SG,BelowAverage,68,66,-2.0,180,143,-37.0,guard,guard,0,0
a4a12bf0-23e0-4dca-96ce-d1bf01f8a1c0,Kentrell Patton,JH,FR,PF,BelowAverage,76,73,-3.0,216,187,-29.0,wing,guard,1,1
b7510ae4-6448-4b82-b435-b7af04cd0bbe,Francis Sampson,JH,JH,SF,BelowAverage,70,73,3.0,158,186,28.0,guard,guard,0,0
dc2da368-74de-4e4c-88f3-1c0406781059,Raymundo Macias,JH,FR,SG,Average,69,72,3.0,164,192,28.0,guard,guard,0,0
5bef1375-4b3a-4ad4-a220-b109660b19fa,Sandy Kramer,JH,JR,PG,Average,68,72,4.0,168,188,20.0,guard,guard,0,0
225ef399-7465-47ce-99bb-464adccf1ff5,Brixton Floyd,FR,JH,SG,Good,69,66,-3.0,173,145,-28.0,guard,guard,0,0
2458efc1-5572-4fd2-8c35-7720c5189ed6,Alfonso Harrison,JH,FR,PG,Average,66,65,-1.0,179,135,-44.0,guard,guard,0,0
4ec4addd-7424-40a1-a08b-d9ba895b8b1b,Rodrick Palmer,JH,JH,SG,Good,72,68,-4.0,175,156,-19.0,guard,guard,0,0
9cfc0d36-ecbd-44c1-bdb5-edef0f55ef96,Boyd Vance,JH,JH,SG,Good,69,65,-4.0,156,138,-18.0,guard,guard,0,0
16a8567b-0c70-4fcb-8c27-0d48dc8b1d43,Nevin Bernal,JH,JR,C,Average,78,83,5.0,227,237,10.0,big,big,0,0
47dbad11-b916-4b2c-8dfb-1a403f1a2ac3,Jamaal Franco,JH,FR,SF,Great,71,74,3.0,159,183,24.0,guard,guard,0,0
fe078884-cf51-408d-aec8-0360208a87e7,Mordechai Harrington,JH,JH,SG,Average,74,69,-5.0,180,173,-7.0,guard,guard,0,0
7c3cd26c-4c29-4a9b-a971-362970eb51aa,Zyaire Clements,JH,JR,SG,Average,66,71,5.0,179,172,-7.0,guard,guard,0,0
4281dc23-246b-4a4d-8995-22948f3f2d74,Ashton Santos,JH,JH,SG,Average,68,65,-3.0,176,154,-22.0,guard,guard,0,0
52d6f268-a264-4238-a99c-651b119ced00,Jabari Hunt,JH,JH,SG,Average,75,70,-5.0,184,179,-5.0,wing,guard,1,1
326dd8ae-2205-4fee-b016-089d1c7a386f,Deven Shields,JH,JH,PF,Average,74,76,2.0,174,203,29.0,guard,wing,1,1
61f495cb-c6fb-4d50-9450-f332382be6b6,Lucio Guevara,JH,SO,PG,BelowAverage,68,66,-2.0,167,138,-29.0,guard,guard,0,0
770002c4-2acc-4049-946c-d6df2e031407,Wayne Oneill,JH,FR,SG,Average,74,69,-5.0,175,171,-4.0,guard,guard,0,0
1dcb2e02-da9e-4c21-857d-fa38f668d627,Gene Baker,JH,JH,SF,Average,71,67,-4.0,153,165,12.0,guard,guard,0,0
6133fdd6-7c8c-4656-9045-e4149bc78e81,Leslie Kim,JH,JH,C,Average,76,81,5.0,227,231,4.0,wing,big,1,1
752b1714-6d85-47d6-abd8-49661139a0e2,Maximo Boyle,JH,FR,SF,BelowAverage,69,73,4.0,169,181,12.0,guard,guard,0,0
8e2bcbd7-8495-4a11-a3f9-f7c9e1c92886,King Klein,FR,FR,SF,BelowAverage,70,73,3.0,162,181,19.0,guard,guard,0,0
15630bf1-debe-4b9d-a75c-0b75713d3d21,Judd Ramos,JH,JH,PG,Average,71,68,-3.0,168,149,-19.0,guard,guard,0,0
f94b9643-72a7-4eb3-9624-e1379b2639bb,Blaise Dodson,JH,JH,PG,BelowAverage,71,66,-5.0,153,156,3.0,guard,guard,0,0
636ba47f-a15d-4e0e-816b-6d3b074045ab,Lowell Calhoun,JH,FR,SG,BelowAverage,74,69,-5.0,174,177,3.0,guard,guard,0,0
8a19ef3e-f024-4b06-938b-5df725687ea9,Emmitt Williamson,JH,FR,SG,Good,66,71,5.0,167,170,3.0,guard,guard,0,0
f4c3186c-688d-4bb1-b442-8cffbbc709da,Noble Richards,FR,JH,PG,BelowAverage,70,67,-3.0,181,162,-19.0,guard,guard,0,0
0996e47f-8bd6-4f11-8619-55bbacca4946,Delvin Maynard,JH,SO,SG,Average,66,70,4.0,150,161,11.0,guard,guard,0,0
567db0ea-9aa1-46ec-b3d3-e4404169028b,Maurice Richards,JH,JH,SG,Good,72,69,-3.0,177,158,-19.0,guard,guard,0,0
60288ab4-4adc-4851-897e-0b1f4b23dab3,Deacon Cameron,JH,JH,SG,Average,74,71,-3.0,191,172,-19.0,guard,guard,0,0
988831e2-7bf0-43cd-aea7-54f8b1be2d1a,Toney White,JH,JH,PG,Average,66,64,-2.0,159,132,-27.0,guard,guard,0,0
f94329af-3514-4f19-b985-f052739dd774,Kieran Craig,JH,FR,SG,Good,66,69,3.0,179,160,-19.0,guard,guard,0,0
0541fd5b-11c9-41ff-afa1-aadd03e943d1,Ares Caldwell,JH,JH,PG,Poor,71,67,-4.0,175,165,-10.0,guard,guard,0,0
cc0a286f-2eac-4e67-968a-243987e8af50,Antwan Barrett,JH,JH,SG,Average,71,66,-5.0,155,153,-2.0,guard,guard,0,0
c761d744-0890-4e18-a90c-cc17739c882f,Edgardo Moses,JR,JH,SG,Average,69,72,3.0,166,184,18.0,guard,guard,0,0
0e4b4420-4268-4590-8971-cc1ded3c843f,Kamren Alvarado,JH,SO,SG,Average,70,74,4.0,179,189,10.0,guard,guard,0,0
6c372f67-4475-4e1e-a9f0-0fe29ec39668,Jeramiah Madden,JH,JH,SG,Average,75,72,-3.0,189,172,-17.0,wing,guard,1,1
b0c86ced-781a-4fef-bcf8-ce86ac684f3c,Camden Stevenson,JH,JH,PG,Average,66,71,5.0,166,167,1.0,guard,guard,0,0
6750a787-678e-4981-b4b3-4a17cdadcfb3,Lennox Blackwell,JH,JH,SG,Good,73,70,-3.0,184,168,-16.0,guard,guard,0,0
3d8cabce-03ff-4f4d-a023-4b3bca3efb44,Yousef Gaines,JH,JH,SG,Average,73,68,-5.0,172,172,0.0,guard,guard,0,0
a095b610-df85-4a8d-8558-909744e21714,Malik Lewis,JH,JH,SG,Average,74,69,-5.0,171,171,0.0,guard,guard,0,0
4d6e1317-fb7d-42e7-913a-f10ce0069915,Orrin Durham,JH,JH,PG,Poor,70,66,-4.0,161,153,-8.0,guard,guard,0,0
f2611c50-b447-4a07-890a-7110934095eb,Darrick Roberson,JR,JH,PF,BelowAverage,74,77,3.0,187,202,15.0,guard,big,1,2
7495d5d8-b70d-44e6-b3ee-14b723295445,Malcolm Mosley,JH,JH,PG,Average,69,72,3.0,159,174,15.0,guard,guard,0,0
489ede3f-812b-4a5a-a2b9-0f54e4f4074d,Mohamed Dixon,JH,FR,PG,Good,72,69,-3.0,184,169,-15.0,guard,guard,0,0
fa182411-b8d3-4603-aee0-fcff5d3a9de3,Floyd Pace,FR,JH,PG,Average,72,69,-3.0,190,175,-15.0,guard,guard,0,0
76f728c9-65fd-4484-8d0a-1bc9307084dc,Quintin Bell,JH,JR,PG,BelowAverage,73,70,-3.0,180,165,-15.0,guard,guard,0,0
4b2cefe1-ec02-44ce-b2fc-6e233e0b2c37,Audie Lim,SO,JH,PG,Average,68,64,-4.0,153,146,-7.0,guard,guard,0,0
8eefe41c-ff1f-4987-acaa-37d9296c64b5,Ivory Peck,JH,JH,SF,Average,75,76,1.0,183,214,31.0,wing,wing,0,0
43b0e433-cf99-44cd-a324-f874798fe486,Mason Bradley,JH,JH,SG,BelowAverage,66,70,4.0,153,159,6.0,guard,guard,0,0
08e197fd-03c3-4d07-bc0d-1becba8b2ebb,Bobbie Hardy,JH,JH,PF,BelowAverage,72,75,3.0,194,208,14.0,guard,wing,1,1
62f34319-4b9a-4757-8429-7eb16a484c32,Tucker Mitchell,JH,JH,PG,Good,66,67,1.0,178,148,-30.0,guard,guard,0,0
efc553e4-71de-40f5-8cb3-6668b21642a3,Ryne Sampson,JR,JH,SG,Poor,73,71,-2.0,191,169,-22.0,guard,guard,0,0
64a8e294-4a5d-4b7e-b3e0-8b9ceb1b1fc5,Boden Blanchard,SO,JR,PG,BelowAverage,66,70,4.0,165,171,6.0,guard,guard,0,0
84e8bf1a-ed78-40f6-86d1-c4913924e34d,Stacey Jimenez,FR,JH,SF,Average,72,75,3.0,188,201,13.0,guard,wing,1,1
a929ff8d-4b07-4d93-a3bc-90674c0f153c,Rickey Huerta,JH,SO,SG,Good,70,67,-3.0,154,166,12.0,guard,guard,0,0
276c7855-5198-4bca-b4d5-8df4e0a0b868,Haywood Sloan,JH,JH,SF,Great,76,73,-3.0,209,197,-12.0,wing,guard,1,1
5a41c37f-2291-41e2-8c6e-93b988a27e60,Wardell Mathis,JH,JH,SG,BelowAverage,69,68,-1.0,179,151,-28.0,guard,guard,0,0
54f4d0f4-37c8-4a8a-af1a-244e6a161e53,German Farrell,JH,SO,SG,Good,73,70,-3.0,172,160,-12.0,guard,guard,0,0
9d60b405-91f1-4482-8be7-fc5ecf9dc027,Leo Galindo,JH,SO,SF,Average,74,75,1.0,177,205,28.0,guard,wing,1,1
6d333b1f-1796-4c75-8668-ce1e54aa9c35,Jaylon Shepherd,JH,JH,SF,Good,75,73,-2.0,172,192,20.0,wing,guard,1,1
acfba7bf-e981-4974-8848-5d026f2ccbe3,Colin Buchanan,JH,JR,PG,Good,67,70,3.0,169,180,11.0,guard,guard,0,0
43a87da6-80b6-4aa9-a9b9-9cfe8c1b575a,Tomas Estrada,JH,FR,SG,Good,67,71,4.0,171,174,3.0,guard,guard,0,0
92aa2d1d-7b8a-414d-9d85-321a8dd9452b,Johnny Raymond,JH,JR,PG,Great,71,68,-3.0,175,164,-11.0,guard,guard,0,0
c1667741-ed1f-483f-bc22-e6f4c9848114,Avi Patel,JH,JR,PG,BelowAverage,68,70,2.0,157,176,19.0,guard,guard,0,0
e2e560e0-27d1-4e03-9e87-49c9968cdf56,Tommy Dickson,JH,SO,SG,BelowAverage,70,71,1.0,158,185,27.0,guard,guard,0,0
ec5d3866-0a89-47c7-8644-59fd5b95c06d,Westley Benitez,JH,JH,SG,Average,72,70,-2.0,181,162,-19.0,guard,guard,0,0
090ceed2-04d7-442b-8d05-6a5a62082b6f,Elvin Roach,JH,JH,PG,Average,75,71,-4.0,181,178,-3.0,wing,guard,1,1
857d2c0b-3758-4e8d-8ac7-7dfe7025df8a,Braylen Patterson,JH,JH,PF,Average,75,74,-1.0,173,199,26.0,wing,guard,1,1
648e898c-20c7-43b5-a267-31f78401361c,Benny Mercado,JH,JH,SG,Good,70,72,2.0,166,184,18.0,guard,guard,0,0
0057e470-7393-452c-88b9-7f2a8337d0df,Giles Stanley,JH,SO,PG,BelowAverage,71,68,-3.0,166,156,-10.0,guard,guard,0,0
42fe2984-a157-46fa-886d-1d853ad1b6ee,Willie Caldwell,JH,FR,C,Average,77,80,3.0,228,219,-9.0,big,big,0,0
36961232-5b74-4507-a9eb-d289320d2b00,Jasiah Gill,JH,JH,PG,Good,71,67,-4.0,154,153,-1.0,guard,guard,0,0
2478deea-0690-425c-986c-b6684d1ddd99,Lynn Yang,JH,SO,SG,Average,69,72,3.0,177,186,9.0,guard,guard,0,0
5da7f6b1-fdf0-48c9-9fe5-ef7c97b21311,Solomon Davis,JH,FR,SG,Elite,73,74,1.0,178,203,25.0,guard,guard,0,0
b15e9c89-f90f-48de-adfa-f718e9738489,Joseluis Jackson,JH,JR,SF,Average,71,72,1.0,158,182,24.0,guard,guard,0,0
eb0f8af4-ea7f-44eb-9ef6-bc5072ab6bd7,Delano Cardenas,JH,SO,PF,BelowAverage,77,79,2.0,214,230,16.0,big,big,0,0
460d6667-9c3d-4b0a-9bcb-7fc30a6b7363,Lukas Bradshaw,FR,JH,PG,Average,71,68,-3.0,176,168,-8.0,guard,guard,0,0
2b6bf9ed-3baf-4d93-b5e5-68398ef3a54e,Wells James,JH,JH,PG,Good,68,66,-2.0,167,151,-16.0,guard,guard,0,0
61610075-f359-4d34-8c15-4f939fa503e1,Stephon Flowers,FR,JH,SF,Good,75,72,-3.0,189,181,-8.0,wing,guard,1,1
84b1dfbf-2844-49b6-ab96-9e7aa2e36fd8,Demario Landry,JH,JH,SG,Good,72,71,-1.0,192,168,-24.0,guard,guard,0,0
eb2248b7-1718-453d-b3ae-22f38fd92c37,Chandler Frazier,JH,JR,SG,Average,73,70,-3.0,178,171,-7.0,guard,guard,0,0
aacc3f24-71c4-4c75-bc4c-194b5d6e5360,Trenton Le,FR,JR,SG,Poor,74,72,-2.0,185,170,-15.0,guard,guard,0,0
ee55b322-6dde-4147-95e6-51271777045f,Frederic Berger,JH,SO,SG,Good,68,70,2.0,166,181,15.0,guard,guard,0,0
f80ea02c-6c83-46d4-8f60-f3017f96c651,Memphis Booth,JH,JH,SG,BelowAverage,73,75,2.0,180,195,15.0,guard,wing,1,1
08bab1e4-69d2-4f1b-84ec-73c0fde0e6bf,Shaun Herrera,JH,JH,PG,Average,67,69,2.0,177,162,-15.0,guard,guard,0,0
4a1744d9-a9bc-4da8-b387-1d7092d8a3fb,Rylee Jordan,JH,JH,PG,BelowAverage,68,70,2.0,176,161,-15.0,guard,guard,0,0
3fed1e69-e995-4afb-872b-be4fe41a24a3,Esteban Pitts,JH,JH,PG,Average,71,69,-2.0,176,161,-15.0,guard,guard,0,0
4d548c56-dcc9-4861-a3e8-96d0a7f45ae1,Cristopher Welch,JH,JH,SF,Average,75,73,-2.0,194,180,-14.0,wing,guard,1,1
cc28c4ca-6558-42d3-a47f-2af732a51389,Henderson Tucker,JH,JH,PG,Average,69,70,1.0,152,174,22.0,guard,guard,0,0
3c3b880f-8b52-443c-b93b-4f7954931eab,Jerry Zhang,JH,FR,PG,BelowAverage,69,71,2.0,163,177,14.0,guard,guard,0,0
91db3a48-1e0d-43b4-af38-3107d2f7c187,Courtney Patterson,JH,JH,PF,BelowAverage,74,76,2.0,191,205,14.0,guard,wing,1,1
bb9f4019-e43f-410d-b5f9-84b434f1c151,Deion Cohen,JH,JH,SG,Average,75,73,-2.0,192,178,-14.0,wing,guard,1,1
ed1862f0-3f87-4003-98d4-76ee2336328d,Osvaldo Campbell,JH,JR,PG,Great,70,68,-2.0,169,155,-14.0,guard,guard,0,0
